title,venue_url,category,venue,address,city,country,open_date,close_date,booking_start_date,booking_end_date,upcoming_performances,capacity,currency,is_limited_run,seat_pricing,scrape_datetime
Harry Potter and the Cursed Child,https://www.blumenthalarts.org/events/detail/harry-potter-and-the-cursed-child,Musical,Belk Theater,130 N Tryon St,Charlotte,USA,2026-08-10,2026-08-15,2026-08-10,2026-08-15,"[{'date': '2026-08-10', 'time': '19:30'}, {'date': '2026-08-11', 'time': '19:30'}, {'date': '2026-08-12', 'time': '19:30'}, {'date': '2026-08-13', 'time': '19:30'}, {'date': '2026-08-14', 'time': '14:00'}, {'date': '2026-08-14', 'time': '19:30'}, {'date': '2026-08-15', 'time': '13:00'}, {'date': '2026-08-15', 'time': '18:30'}]",0,,True,{},2026-06-05 16:14
Beauty and the Beast,https://www.blumenthalarts.org/events/detail/beauty-and-the-beast-3,Musical,Belk Theater,130 N Tryon St,Charlotte,USA,2026-09-07,2026-09-12,2026-09-07,2026-09-12,"[{'date': '2026-09-07', 'time': '19:30'}, {'date': '2026-09-08', 'time': '19:30'}, {'date': '2026-09-09', 'time': '19:30'}, {'date': '2026-09-10', 'time': '19:30'}, {'date': '2026-09-11', 'time': '14:00'}, {'date': '2026-09-11', 'time': '19:30'}, {'date': '2026-09-12', 'time': '13:00'}, {'date': '2026-09-12', 'time': '18:30'}]",0,,True,{},2026-06-05 16:17
